Date,Open,High,Low,Close,Volume,Adj Close,,SMA 3,SMA 5,SMA 10,SMA 25,EMA 3,EMA 5,EMA 10,EMA 25,AD,ADOSC,OBV,MACD,MACDDef,MOM3,MOM5,MOM10,ROC3,ROC5,ROC 10,RSI3,RSI5,RSI10,RSI14,STOCH,WILLR3,WILLR5,WILLR10,WILLR14,BBANDs,BBANDf,,% high,Output - Training,1 if %hi > 2
16-11-2012,2300,2385.85,2291,2341.85,111100,2341.85,,2379.783333,2388.243224,2414.956818,#N/A,2382.860417,2388.243224,2414.956818,#N/A,107950.3279,29749.50289,111900,#N/A,#N/A,20.85,-12.7,-89.2,0.881606765,-0.529486565,-3.603967597,45.26478914,31.31561226,21.93203272,#N/A,37.92657769,-46.38903532,-50.14705882,71651.05541,#N/A,2398.740454,2407.513678,,0.300042863,0,
15-11-2012,2333,2340,2278.9,2294.1,79800,2294.1,,2368.483333,2372.162149,2401.328306,#N/A,2361.430208,2372.162149,2401.328306,#N/A,67854.41954,12368.2997,32100,#N/A,#N/A,-33.9,-53,-123,-1.428029824,-2.214793147,-4.993909866,14.60202823,16.91943729,16.60753998,#N/A,39.30531205,-85.78775129,-85.78775129,42276.10716,#N/A,2400.835081,2404.12723,,0,0,
14-11-2012,2360.4,2360.4,2360.4,2360.4,0,2360.4,,2362.083333,2368.241433,2393.886796,#N/A,2360.915104,2368.241433,2393.886796,#N/A,67854.41954,4133.416604,32100,#N/A,#N/A,-19.2,-4.6,-108.75,-0.806858296,-0.194503171,-4.404349675,41.18994991,33.835897,25.54366668,#N/A,46.75634115,-23.79616643,-23.79616643,-1354.291963,#N/A,2400.565824,2400.857257,,0,0,
13-11-2012,2360.4,2360.4,2360.4,2360.4,0,2360.4,,2353.6,2365.627622,2387.798287,#N/A,2360.657552,2365.627622,2387.798287,#N/A,67854.41954,388.8356457,32100,#N/A,#N/A,-25.45,-13.5,-116.6,-1.066705786,-0.568684443,-4.707307226,41.18994991,33.835897,25.54366668,#N/A,55.53997195,-0,-23.79616643,-1922.160445,-58.85916204,2397.683193,2398.060815,,0.552016985,0,
12-11-2012,2355,2368,2335.1,2360.4,447100,2360.4,,2362.933333,2366.418415,2384.198599,#N/A,2364.328776,2366.418415,2384.198599,#N/A,308391.5016,75356.13903,479200,#N/A,#N/A,28,-11.6,-52,1.196581197,-0.487476887,-2.148760331,53.36153247,40.84705669,29.04093399,27.00322234,76.20383357,-23.10030395,-23.79616643,425755.3375,-58.85916204,2392.454471,2395.942886,,0,0,
09-11-2012,2365,2365,2345.1,2349.15,52100,2349.15,,2364.466667,2365.94561,2380.707944,#N/A,2364.664388,2365.94561,2380.707944,#N/A,277498.0343,89344.28363,427100,-25.95613553,#N/A,4.6,-20.85,-33.55,0.194882223,-0.873902383,-1.398761752,47.53622191,38.81744902,28.4547326,26.6335262,77.08388755,-57.29483283,-21.15600449,50259.85844,-64.53811206,2378.389203,2385.574812,,0.294612795,0,
08-11-2012,2376,2383,2364.5,2374.8,58300,2374.8,,2372,2371.630406,2381.124682,#N/A,2373.832194,2371.630406,2381.124682,#N/A,284115.8721,89050.17449,485400,-19.7963426,#N/A,22.6,43,-10,0.957464836,1.837606838,-0.417885499,73.53657818,55.42774018,36.94057588,32.59630835,79.30961039,-17.11899791,-17.11899791,60941.85286,-51.59010601,2384.03266,2388.303067,,1.276238455,0,
07-11-2012,2382,2412.4,2375.65,2399.2,47700,2399.2,,2386.8,2385.220271,2386.811103,#N/A,2393.116097,2385.220271,2386.811103,#N/A,297549.7497,85108.80229,533100,-11.01702683,#N/A,44.4,52,47.4,1.875,2.203016438,2.00422833,88.04824808,71.32301385,48.10998519,41.02701394,81.5495572,-19.61367013,-17.076326,38281.99493,-14.74131821,2415.568274,2423.028545,,1.090336134,0,
06-11-2012,2380,2405.95,2372,2383.9,386100,2383.9,,2400.45,2392.130181,2390.290903,#N/A,2399.533049,2392.130181,2390.290903,#N/A,182117.7909,39030.9084,147000,-6.113689542,#N/A,40.95,45.55,32.05,1.731501057,1.929757668,1.350098993,74.58823806,64.96921619,46.11872781,39.84941012,76.31177862,-59.49895616,-36.86934023,324334.4041,-21.34831461,2425.498259,2430.75844,,0.579783211,0,
05-11-2012,2380.2,2394,2370,2378.7,46400,2378.7,,2404.116667,2392.753454,2390.965284,#N/A,2396.766524,2392.753454,2390.965284,#N/A,169357.7909,12572.59649,100600,-4.569250815,#N/A,11,26,14.4,0.461603021,1.097972973,0.605143722,52.34854717,53.85777683,42.49776589,37.69087843,65.32667985,-79.48113208,-50.07429421,37183.09383,-25.24344569,2425.830782,2426.514236,,1.668146645,0,
02-11-2012,2364.9,2404.35,2364.9,2389.15,86000,2389.15,,2401.433333,2396.618969,2393.398869,#N/A,2400.558262,2396.618969,2393.398869,#N/A,189086.5615,6883.114405,186600,-1.958604622,#N/A,-8.05,39.35,18.5,-0.333692588,1.66384778,0.775404992,65.6533068,61.06664355,46.53726698,40.68755247,54.83924781,-40.92570037,-48.53862213,70657.31192,-17.41573034,2420.590753,2417.269722,,0.211864407,0,
01-11-2012,2360,2365,2341.45,2362.8,50200,2362.8,,2387.783333,2386.079313,2388.235438,#N/A,2382.779131,2386.079313,2388.235438,#N/A,229907.3683,16918.29986,136400,-5.901735336,#N/A,-40.95,-18,25,-1.702030383,-0.755350399,1.068376068,25.32621793,35.04588639,35.88734893,33.99370968,43.82623249,-66.0572337,-69.90838619,75553.51779,-37.15355805,2429.831575,2419.570888,,1.314441789,0,
31-10-2012,2343.2,2374,2343.2,2363.5,143300,2363.5,,2381.116667,2382.052875,2385.647177,#N/A,2378.389566,2382.052875,2385.647177,#N/A,275502.8228,33993.22037,279700,-6.789295555,#N/A,-20,-38.4,13.6,-0.835421888,-1.591775825,0.57617353,38.32341287,42.09941768,39.41101183,36.56428446,38.5796794,-64.94435612,-65.81395349,222747.1937,-36.62921348,2421.503228,2414.896103,,1.630855178,0,
