Date,Open,High,Low,Close,Volume,Adj Close,,SMA 3,SMA 5,SMA 10,SMA 25,EMA 3,EMA 5,EMA 10,EMA 25,AD,ADOSC,OBV,MACD,MACDDef,MOM3,MOM5,MOM10,ROC3,ROC5,ROC 10,RSI3,RSI5,RSI10,RSI14,STOCH,WILLR3,WILLR5,WILLR10,WILLR14,BBANDs,BBANDf,,% high,Output - Training,1 if %hi > 2
30-04-2012,2390,2467,2386,2462.6,144900,2424.07,,2470.133333,2464.725123,2448.579596,2417.032,2467.994916,2464.725123,2448.579596,2430.993316,1743876.491,89363.36614,4660300,19.76359796,13.16548914,-28.9,21.8,121.65,-1.157898954,0.891542614,5.186859104,52.90004506,59.02395359,57.95338066,56.17227905,73.13443081,-25.15876893,-31.60714286,76498.5227,-17.27672035,2514.734321,2498.599443,,1.825127334,0,
27-04-2012,2356,2399,2356,2390.2,372600,2352.81,,2440.35,2442.816749,2439.565124,2415.392,2433.497458,2442.816749,2439.565124,2428.532292,1963970.444,164863.0698,4287700,8.008571865,8.621935308,-89.35,-99,39.5,-3.590732815,-3.963170536,1.674083492,19.350747,32.96349381,43.50507295,45.74767706,53.2668095,-69.18918919,-75.55396712,247064.0854,-52.61102977,2529.653976,2511.410725,,1.273369959,0,
26-04-2012,2348.1,2378,2341.2,2358.2,297000,2321.31,,2414.666667,2421.211166,2428.371465,2410.632,2405.748729,2421.211166,2428.371465,2424.645192,1941372.618,173571.543,3990700,-2.515263369,3.288701564,-77.05,-117.9,-6.9,-3.138428953,-4.723746945,-0.289320307,14.95669905,28.16331,40.07662747,43.0882311,34.79724242,-86.48648649,-88.44716276,210659.5136,-68.2284041,2521.320196,2505.051361,,0.413837012,0,
25-04-2012,2356,2365.75,2305,2348.8,328800,2312.05,,2380.916667,2402.72411,2416.985744,2407.194,2385.749365,2402.72411,2416.985744,2420.114793,2086694.1,207593.5223,3661900,-10.60576399,-1.90444398,-101.25,-122.6,-27.95,-4.104175111,-4.926959632,-1.16764841,12.47754147,25.4599213,38.1290804,41.57011554,21.01196905,-53.40425532,-72.96296296,218701.0724,-72.81600781,2494.631327,2484.395437,,2.376623377,1,
24-04-2012,2310,2364.9,2200,2348.55,792100,2311.81,,2369.55,2390.116074,2407.515609,2404.87,2375.324682,2390.116074,2407.515609,2415.867501,2721719.085,404692.8706,2869800,-15.24767196,-6.019250956,-34.1,-90.15,-40.8,-1.421425594,-3.672022973,-1.695972066,12.2659282,25.24970136,37.98675928,41.46095818,31.40885947,-16.54494382,-44.36329588,528338.5748,-50.15100671,2471.090609,2466.276683,,0,0,
23-04-2012,2396,2396,2306.25,2311.95,394100,2275.78,,2375.55,2392.077382,2405.421862,2404.908,2385.662341,2392.077382,2405.421862,2414.339232,2377677.469,339066.3744,3263900,-13.02444533,-6.693595442,18,-71,-49.2,0.756938604,-2.877989461,-2.012105349,54.5602732,45.73999371,46.15710432,46.94984864,46.31000752,-42.88265306,-43.74371859,210482.1285,-62.43288591,2409.704582,2421.051964,,1.694418264,0,
20-04-2012,2387.25,2427.7,2365,2406.25,195700,2368.61,,2396.2,2403.951588,2409.472432,2406.656,2406.681171,2403.951588,2409.472432,2415.366983,2439477.469,301058.5919,3459600,-6.603104728,-4.616872798,61.95,28.7,-70.3,2.618619888,1.196331805,-2.814251401,73.84104823,59.78524553,53.14810711,51.90050753,67.49089856,-9.420289855,-9.420289855,105030.7692,-30.7885906,2433.43431,2450.915898,,1.624472574,0,
19-04-2012,2370,2408.5,2368.45,2404.15,246000,2366.54,,2410.733333,2405.467726,2409.295626,2407.676,2407.590585,2405.467726,2409.295626,2414.838754,2632039.267,319410.6537,3213600,-5.14501437,-4.468820894,43.6,30.5,-87.4,1.843629752,1.282590412,-3.501742858,53.29567728,49.9886896,48.87722969,48.92259129,78.83114519,-19.39069576,-10.34255599,138045.1531,-31.49328859,2441.433794,2454.33152,,0.122916667,0,
18-04-2012,2400,2402.95,2357,2373.05,325100,2335.92,,2413.05,2404.628484,2408.141876,2409.222,2405.270293,2404.628484,2408.141876,2413.924234,2534049.387,266702.3848,2888500,-4.835162544,-4.744634121,6.95,37.2,-85.4,0.290066778,1.57244003,-3.431993088,47.55815783,47.19439862,47.64747513,48.06409566,85.41209193,-77.29844413,-24.00087835,208083.199,-41.9295302,2440.96121,2445.579694,,0.117100916,0,
17-04-2012,2391.1,2393.9,2336,2380.75,327100,2343.5,,2401.783333,2401.052322,2405.552444,2410.178,2399.585146,2401.052322,2405.552444,2412.383909,2712570.285,277696.3438,2561400,-5.740960914,-5.628594523,-33.8,29,-61.15,-1.392264283,1.226267495,-2.490784302,37.64546396,42.3671992,45.57014575,46.62725451,75.66622725,-38.27586207,-38.6578839,209373.1054,-39.34563758,2430.020279,2425.262601,,1.902561949,0,
16-04-2012,2381,2426.3,2336.15,2369.35,583800,2332.28,,2407.716667,2409.468215,2409.324727,2411.39,2412.942573,2409.468215,2409.324727,2413.454377,2558768.288,208011.7514,3145200,-1.432634981,-3.672397179,17.8,30.3,-40.7,0.739049201,1.264607679,-1.649777057,70.57804923,60.46406147,53.61466493,52.14311786,57.903277,-63.0675526,-63.63140676,502265.486,-42.76782697,2438.292082,2435.890297,,0,0,
13-04-2012,2540,2540,2390.1,2403.3,1525000,2365.7,,2453.4,2452.97881,2433.083868,2417.03,2476.471287,2452.97881,2433.083868,2423.188656,1302347.341,-239176.0425,4670200,17.50644763,6.972172217,137.05,112.3,141,5.70340623,4.625777485,5.877448937,92.21667468,83.37007057,70.57296637,65.58459456,43.56696847,-67.00980392,-67.00980392,667599.2107,-40.20588235,2542.096815,2560.745625,,0.349823322,0,
12-04-2012,2830,2839.9,2740.1,2750.05,93700,2707.03,,2602.066667,2581.95254,2507.050437,2435.558,2658.185643,2581.95254,2507.050437,2455.243375,1227331.008,-424242.0602,4763900,71.23011259,39.15612633,446,431.4,461.9,18.63068633,17.91156321,19.42388562,98.00928582,94.28567965,85.79404753,80.85711387,50.50929016,-17.83622829,-17.83091883,17209.98201,-14.04125645,2856.604943,2917.947483,,2.169981917,1,
11-04-2012,2765,2825,2742,2802.35,95300,2758.51,,2734.966667,2662.96836,2564.859449,2453.238,2741.592822,2662.96836,2564.859449,2483.686192,1270617.875,-447610.3314,4668600,99.0862294,62.73664735,398.7,422.05,459.25,16.43242798,17.5638278,19.41244848,92.85896714,90.5927517,83.41229636,78.98177747,69.23580062,-8.348154735,-7.451875372,17513.04101,-5.868104391,2988.99907,3046.94743,,0,0,
10-04-2012,2848,2848,2740,2776.8,73600,2733.36,,2837.633333,2724.645573,2616.339549,2470.182,2794.796411,2724.645573,2616.339549,2511.710331,1247174.912,-423937.3549,4742200,115.3823732,82.33122482,308,454.1,483.1,12.12598425,18.96904633,20.42792507,93.63359636,91.25374749,84.1662126,79.7620628,86.93562683,-65.92592593,-13.91032529,13198.76877,-10.98765432,3050.834278,3079.639852,,0.577231051,0,
09-04-2012,2841.15,2857.55,2814.05,2822.75,110300,2778.59,,2843.516667,2768.947049,2660.195994,2490.67,2826.173205,2768.947049,2660.195994,2538.313382,1180994.912,-396770.4687,4852500,122.0144052,97.50667753,17.65,431.25,461.55,0.621500757,17.77397684,19.26335559,94.03649971,91.56148994,84.49140641,80.09253403,90.39771762,-29.60442365,-7.444646486,22007.87587,-5.292373204,3025.119499,3011.976548,,0,0,
06-04-2012,2850.45,2850.45,2850.45,2850.45,0,2805.86,,2852,2796.114699,2694.787632,2510.308,2838.311603,2796.114699,2694.787632,2562.323892,1180994.912,-349586.6999,4852500,120.0803674,107.7187083,25.45,310.45,422.75,0.900884956,12.22244094,17.41360135,87.83734935,88.66234713,83.08187034,79.05892105,90.86834841,-6.039982986,-6.039982986,-585.3236379,-1.079765797,2866.430447,2818.365146,,0,0,
05-04-2012,2850.45,2850.45,2850.45,2850.45,0,2805.86,,2852.816667,2814.226466,2723.089881,2528.93,2844.380801,2814.226466,2723.089881,2584.487438,1180994.912,-298503.6399,4852500,113.9950232,114.4920234,2.45,10.55,441.95,0.086025281,0.371491954,18.34959518,87.83734935,88.66234713,83.08187034,79.05892105,93.49179585,-16.32183908,-6.039982986,-585.3236379,-1.079765797,2868.517676,2836.454143,,0.507081658,0,
04-04-2012,2859.5,2874,2843.3,2850.45,36800,2805.86,,2858.3,2834.150977,2750.528084,2548.142,2859.190401,2834.150977,2750.528084,2606.757635,1161336.281,-256724.3492,4889300,108.9807298,120.3726319,16.45,49,471.05,0.575667967,1.734513274,19.60298799,91.84800082,90.26058753,84.16371407,80.04935342,90.11513572,-76.71009772,-17.57462687,6722.679085,-4.147952444,2875.105089,2853.166066,,0.034794711,0,
03-04-2012,2874,2875,2843.5,2855.2,82300,2810.53,,2866.483333,2847.767318,2773.159342,2566.914,2867.0952,2847.767318,2773.159342,2627.391663,1140173.423,-223027.8803,4971600,101.6054184,123.6879504,24.55,27,481.1,0.861267519,0.948033708,20.09691299,92.01569733,90.33292001,84.21134881,80.09240987,81.29991539,-62.46056782,-32.48564397,15707.50519,-3.673469388,2883.367971,2869.645289,,0.792321117,0,
02-04-2012,2865,2887.7,2843,2853.75,33600,2809.1,,2878.9,2861.078212,2793.984916,2584.614,2877.3976,2861.078212,2793.984916,2647.415382,1122734.497,-194516.4487,5005200,94.75704738,125.8889783,37.25,30.15,461.4,1.306811205,1.055099648,19.01660965,94.2636625,91.35246557,84.85421908,80.66317168,57.99631539,-75.950783,-75.950783,6340.276631,-6.153706725,2897.021769,2890.579982,,2.5,1,
30-03-2012,2800,2870,2800,2864.95,390700,2820.13,,2877.566667,2864.052141,2807.80584,2599.494,2873.6988,2864.052141,2807.80584,2664.537275,1457062.069,-58792.41308,4614500,84.16796115,124.7668323,-4,19.55,330,-0.139178845,0.685856619,12.99212598,59.33791689,77.17309919,79.82125426,77.3352879,55.20762203,-25.94070696,-25.94070696,281737.9586,-4.123617908,2895.53424,2888.156382,,0,0,
29-03-2012,2839.9,2839.9,2769.95,2791,85600,2747.34,,2865.866667,2856.001428,2813.641142,2613.254,2856.7994,2856.001428,2813.641142,2678.026716,1422981.154,-8768.10664,4528900,69.94942015,120.0646743,-35.1,-10.55,0,-1.220869565,-0.370116999,0,30.50608145,58.0273445,71.77698856,71.90259295,38.66178927,-82.12314225,-82.12314225,74582.77728,-17.52764183,2901.043657,2887.725084,,0.114986585,0,
28-03-2012,2869.9,2873.2,2823.6,2841.55,43800,2797.09,,2861.033333,2861.734285,2824.470025,2628.648,2864.9997,2861.734285,2824.470025,2693.040045,1410883.17,8644.124458,4572700,63.14625545,117.6687992,-14.5,-0.8,48.2,-0.502129723,-0.027835769,1.70619469,61.52741089,68.74893327,74.88789026,74.07259012,50.91431495,-30.65375303,-39.19320594,36891.16321,-8.367328438,2900.795575,2893.36986,,1.505075254,0,
27-03-2012,2857,2900,2833,2875.35,199600,2830.37,,2871.033333,2874.489523,2838.202748,2646.446,2882.49985,2874.489523,2838.202748,2708.960042,1463613.319,31759.25517,4772300,60.23222582,116.5886258,30,25,52,1.045296167,0.869565217,1.825842697,74.99968489,75.13790532,77.14102772,75.69921873,53.24313448,-18.95424837,-18.95424837,180458.7156,-4.834281232,2914.587832,2914.917355,,0.561009818,0,
26-03-2012,2852,2868,2821,2831.45,44500,2787.15,,2880.4,2872.326349,2843.62043,2662.486,2875.249925,2872.326349,2843.62043,2721.193885,1438901.617,30465.42568,4727800,51.41823928,111.8609843,28.1,-19.7,10.45,0.98947146,-0.68220383,0.365697888,46.09166549,57.57100459,68.93527078,70.04820755,63.04734991,-86.7721519,-52.71049596,38165.13761,-42.84375,2908.377652,2910.484001,,1.620288834,0,
23-03-2012,2839,2885,2833,2870.35,43200,2825.44,,2884.333333,2876.550899,2851.143988,2681.926,2880.124963,2876.550899,2851.143988,2733.794355,1457760.079,33166.96723,4771000,46.35178877,108.2383479,11.8,15,34.55,0.410691911,0.522648084,1.212089319,58.7588449,63.27304104,70.77058244,71.27501988,68.51211073,-37.53164557,-22.79892349,36972.47706,-18.53125,2913.154026,2916.484925,,0.209277991,0,
22-03-2012,2867,2873,2817.5,2827,45500,2782.77,,2875.333333,2875.367266,2855.117809,2701.726,2876.562481,2875.367266,2855.117809,2744.502482,1427836.655,21735.8752,4725500,39.64368484,103.2093497,-27,33.1,22.55,-0.931034483,1.165533998,0.791103159,47.05230619,56.56552941,67.63648086,69.12276633,45.33524402,-85.92592593,-88.48484848,39082.56881,-45.625,2902.88972,2898.416986,,2.221279004,1,
21-03-2012,2827.2,2890,2823.05,2866.9,45400,2822.05,,2882.666667,2880.244844,2861.460025,2722.696,2883.281241,2880.244844,2861.460025,2755.694598,1441907.604,19560.65069,4770900,36.34714427,99.44920176,22,16.8,16,0.767085077,0.584713908,0.556715379,62.80102333,63.43051006,69.74547695,70.48260226,49.53167197,-31.86206897,-40.12121212,38990.82569,-25.45174933,2906.29632,2903.341164,,1.00759682,0,
20-03-2012,2823.55,2852,2803.05,2825.3,84800,2781.1,,2871.666667,2870.829896,2859.740021,2742.18,2867.64062,2870.829896,2859.740021,2763.102706,1434198.513,14439.65258,4686100,27.41672579,92.33855366,-33,-48,-23,-1.143847487,-1.655172414,-0.8,31.44302295,43.99944296,60.02968385,63.72662182,32.3277862,-74.41058079,-74.41058079,75137.61468,-57.43944637,2900.391043,2897.620939,,0.315086043,0,
19-03-2012,2888.1,2897.2,2812.15,2833.05,40700,2788.73,,2879.733333,2879.619931,2866.550926,2762.228,2882.42031,2879.619931,2866.550926,2773.417883,1413501.57,4446.612173,4726800,27.28721547,89.32093986,24.2,29.2,9.5,0.842325096,1.018131102,0.328981542,63.74368403,61.52417094,66.24438879,67.69339442,39.11075127,-68.13595327,-68.13595327,34678.89908,-51.48019992,2911.091502,2911.271433,,0.344827586,0,
16-03-2012,2900,2910,2850.15,2866.05,68100,2821.21,,2886.4,2889.74662,2874.450758,2781.52,2896.210155,2889.74662,2874.450758,2783.924199,1381585.028,-10200.95044,4794900,27.92273096,86.9598927,20,25,40,0.692041522,0.866551127,1.393728223,69.7897962,65.36126551,67.81878624,68.73606973,38.78649893,-41.09396914,-41.09396914,54781.51261,-31.38164941,2924.741583,2930.048204,,0.697396041,0,
15-03-2012,2882.15,2902.25,2870,2881.8,35100,2836.72,,2903.15,2893.914414,2879.505165,2801.27,2899.230078,2893.914414,2879.505165,2793.026184,1372170.61,-18261.27284,4759800,26.06497592,83.50083988,50.25,29.25,62.35,1.761921459,1.018099548,2.195499842,60.61024298,60.7741944,65.75554502,67.31938147,54.80087205,-28.81962187,-26.36746143,38004.72255,-20.13566583,2930.742263,2934.366677,,1.051993068,0,
14-03-2012,2885,2915.35,2835.55,2879.3,120100,2834.25,,2909.2,2901.059609,2886.022408,2821.766,2907.290039,2901.059609,2886.022408,2802.435708,1383759.206,-16211.28105,4879900,25.73512688,80.88419348,18.15,25.35,42.15,0.626466934,0.87716263,1.467005429,70.46128318,65.83963401,67.60645603,68.50116614,66.81235187,-45.1754386,-32.1015138,130132.8706,-24.79367263,2940.480966,2946.180575,,1.121218532,0,
13-03-2012,2836.2,2868,2836.2,2859.45,38100,2814.71,,2895.2,2890.039739,2882.745607,2840.73,2887.645019,2890.039739,2882.745607,2807.479115,1401371.47,-8294.992988,4841800,17.71847943,74.13514922,-42,16,-32,-1.443298969,0.561009818,-1.103448276,29.90799651,41.57985143,55.54849772,60.04867226,62.45478603,-70.05012531,-54.16666667,39072.3487,-38.44566713,2931.570992,2923.050732,,0.01545834,0,
12-03-2012,2911.05,2911.5,2787,2816.8,86900,2772.73,,2898.283333,2897.19316,2887.973678,2860.138,2899.57251,2897.19316,2887.973678,2815.480722,1356071.792,-18715.95537,4928700,18.3014104,71.47267695,9.25,14.3,43.5,0.318718236,0.493580008,1.516736402,60.91047582,58.94967431,62.39485607,64.39526201,45.64986115,-76.78223607,-76.78223607,85220.345,-67.77854195,2935.908874,2931.682033,,0.151724138,0,
09-03-2012,2900,2904.4,2852.1,2859.85,46700,2815.11,,2894.633333,2899.59544,2890.960282,2874.714,2901.986255,2899.59544,2890.960282,2822.320666,1323212.136,-31732.9709,4882000,16.89702486,68.0058092,-10.95,-5.6,19.4,-0.375598127,-0.192439863,0.672443674,54.95896969,55.57822591,60.69940902,63.18689674,41.93665325,-41.48594378,-43.24113751,44428.86859,-43.24113751,2933.955252,2933.250692,,0,0,
08-03-2012,2848.8,2848.8,2848.8,2848.8,0,2804.23,,2888.233333,2882.663626,2883.294776,2875.07,2875.393127,2882.663626,2883.294776,2824.357538,1323212.136,-34173.29808,4882000,7.404665346,60.07927966,-19.2,-53.45,-24.2,-0.669456067,-1.841674563,-0.842325096,25.58923894,35.63079187,49.09232829,54.55373397,42.70873912,-50.36144578,-51.85040904,-2958.244546,-51.85040904,2942.471419,2935.525045,,1.51142355,0,
07-03-2012,2845,2888,2837,2879.6,98900,2834.55,,2880.4,2884.442418,2884.150271,2877.59,2881.696564,2884.442418,2884.150271,2829.253112,1389533.312,-10962.75777,4980900,6.890785428,56.31143708,-23.5,-27.35,-2,-0.807144084,-0.938137788,-0.069204152,52.45775191,51.09849618,55.72469951,58.82514121,59.76198783,-36.79525223,-25.62248996,97396.90512,-27.85352552,2930.472295,2930.774713,,2.699714693,1,
06-03-2012,2804,2879.7,2802.6,2849.05,52600,2804.48,,2872.166667,2882.861612,2883.341131,2878.858,2880.698282,2882.861612,2883.341131,2833.133642,1400312.56,2958.838254,4928300,5.109194236,52.05558963,-24.7,11.7,27.7,-0.850433825,0.407949791,0.971248247,47.06077852,48.04301252,54.06751259,57.59089081,57.45548614,-45.6088993,-50.16064257,50415.67732,-51.65562914,2930.436233,2926.817845,,0.471598878,0,
05-03-2012,2852,2865.45,2796,2809.35,40700,2765.4,,2877.716667,2877.057741,2880.088198,2879.174,2873.074141,2877.057741,2880.088198,2835.619516,1375259.644,413.6690405,4887600,1.774171292,46.99125799,16.65,-46.05,-31.75,0.584456613,-1.581658939,-1.095885683,37.20358247,42.57897321,51.16489317,55.44015917,45.51078854,-85.48913043,-87.68450185,35645.89623,-82.58667705,2915.294497,2915.082239,,0.167820432,0,
02-03-2012,2860.2,2865,2816.5,2846.6,47800,2802.07,,2870.05,2873.038494,2877.344889,2879.756,2869.03707,2873.038494,2877.344889,2837.879553,1386790.778,3003.854365,4839800,-0.404380359,42.45206643,-23,-39.4,-45,-0.796398892,-1.356562457,-1.546391753,36.83808844,42.38867222,51.06869571,55.36983769,39.05161853,-39.54599761,-45,42344.00943,-53.56447215,2896.391807,2900.040301,,0.17452007,0,
01-03-2012,2865,2870,2806.3,2848.8,70500,2804.23,,2866.816667,2872.025663,2876.009455,2880.538,2869.518535,2872.025663,2876.009455,2840.350357,1410364.562,11291.14722,4910300,-1.007396457,38.81079594,-9.7,21.2,-32.25,-0.336840643,0.744172985,-1.111206822,45.7248812,45.75585175,52.1787081,56.03709312,41.56893417,-28.64864865,-42.60869565,63759.10377,-51.85040904,2891.471704,2889.867367,,0.310344828,0,
29-02-2012,2900,2909,2865,2875.4,96600,2830.42,,2881.333333,2884.350442,2882.007736,2881.938,2889.259268,2884.350442,2882.007736,2845.631098,1359430.016,-2551.510828,5006900,4.235956808,38.62677153,43.55,21,-6.35,1.519831091,0.727146814,-0.217812613,79.48920754,65.44635656,60.03583655,60.94222247,60.88559702,-32.71665044,-29.73451327,91716.59325,-31.12582781,2910.745018,2917.26546,,0.82322357,0,
28-02-2012,2885,2908.75,2855,2871.45,63100,2826.53,,2895.916667,2892.483628,2886.869966,2883.288,2899.004634,2892.483628,2886.869966,2850.486399,1334953.086,-15770.57503,4943800,7.23756261,38.02245871,43.75,29.05,40.75,1.527050611,1.008785637,1.420850767,79.01655493,65.25654902,59.96566226,60.89531866,64.80890086,-36.56280428,-33.2300885,58921.6838,-34.20335021,2924.997147,2933.840775,,0,0,
27-02-2012,2960.1,2960.1,2855,2880.35,57000,2835.29,,2925.95,2915.022419,2900.184517,2886.184,2929.552317,2915.022419,2900.184517,2858.918214,1305449.756,-29132.10861,5000800,16.11558402,41.21198617,90.1,94.65,48.6,3.139372822,3.303146103,1.669242658,92.59059275,80.08544969,68.39634507,66.58419864,61.72744744,-75.88011418,-51.85305592,35847.36318,-46.07163489,2971.048014,2983.500433,,1.226158038,0,
24-02-2012,2936,2972,2926.3,2947.3,59200,2901.19,,2946.95,2934.014946,2913.241878,2890.264,2950.776158,2934.014946,2913.241878,2867.616813,1300656.758,-33474.86178,5060000,22.59332839,44.19053919,63,107,67.6,2.165692678,3.734729494,2.327503099,93.95085854,82.27672303,70.02188778,67.75491774,66.67013271,-21.11111111,-14.90645745,34569.93544,-13.35135135,2998.700278,3008.745223,,1.724667349,0,
23-02-2012,2931,2981.55,2916,2935,67300,2889.08,,2971.216667,2949.859964,2925.661536,2895.93,2966.163079,2949.859964,2925.661536,2876.380904,1272371.251,-41208.20749,5127300,27.00140337,46.78239082,72.8,111.55,132.75,2.502793296,3.886759582,4.659856782,95.04573932,84.0385557,71.3365189,68.70257337,65.48553558,-36.78387989,-36.78387989,37351.01626,-23.92701105,3008.856564,3012.436528,,1.700680272,0,
22-02-2012,2940,2990,2908,2952.65,139100,2906.46,,2981.183333,2963.239976,2937.359439,2900.602,2978.08154,2963.239976,2937.359439,2885.120835,1284754.543,-36685.50966,5266400,29.80526955,48.95398522,29.9,81,102,1.01010101,2.784462014,3.531855956,96.00535241,85.61963579,72.52121768,69.5551605,73.54766533,-45.54878049,-27.66666667,75344.58898,-18.39901478,3019.780771,3020.540747,,0.919167804,0,
21-02-2012,2932,2958.95,2912.25,2937.15,65200,2891.2,,2976.833333,2961.809984,2941.284995,2902.96,2968.51577,2961.809984,2941.284995,2890.800001,1289082.595,-30123.1615,5201200,25.86966642,47.62057359,-13.05,50.2,79.25,-0.43909825,1.725827245,2.75202278,46.43296262,58.84573778,62.05028901,62.78673549,65.46710177,-64.45121951,-39.14814815,34436.75616,-27.24226804,2996.615859,2985.905842,,0,0,
20-02-2012,2950.6,2950.6,2950.6,2950.6,0,2904.44,,2966.516667,2958.073323,2942.978633,2906.264,2959.557885,2958.073323,2942.978633,2895.400001,1289082.595,-24700.09529,5201200,21.21135158,45.36709641,-30.95,-9.5,85.15,-1.038050678,-0.320935104,2.971610044,38.42877774,53.24842146,59.48401656,61.06579508,61.7121349,-48.04878049,-48.04878049,-2085.076709,-20.30927835,2999.380292,2986.833615,,2.198557197,1,
17-02-2012,2911,2975,2900,2950.6,139000,2904.44,,2961.516667,2963.715548,2948.800699,2909.864,2967.278942,2963.715548,2948.800699,2901.523078,1337639.928,-4786.044397,5340200,20.97926692,45.03098641,-15,3,110,-0.501672241,0.100942127,3.839441536,64.9284425,65.30337281,64.28052157,64.1574097,56.34176453,-32.53333333,-43.77777778,96324.36261,-20.30927835,3000.194789,2992.690337,,1.699300699,0,
16-02-2012,2860,2908.6,2860,2903.35,95900,2857.93,,2944.733333,2945.343699,2941.491481,2911.288,2937.939471,2945.343699,2941.491481,2902.067457,1412820.792,27716.8918,5244300,10.49516338,38.95761263,-50.35,-72.95,38.6,-1.701617128,-2.446713958,1.344947735,23.55176632,34.78918917,47.33610037,52.04578189,47.17319853,-62.30434783,-66.65384615,78371.99494,-44.66494845,3011.763569,3000.477268,,2.091545045,1,
15-02-2012,2816.1,2875,2816.1,2867.25,122900,2822.39,,2919.533333,2921.895799,2929.402121,2910.688,2906.469736,2921.895799,2929.402121,2899.985345,1503378.687,67307.70567,5121400,-1.152049538,31.07496807,-75.6,-115,-34,-2.562190741,-3.846153846,-1.168786525,15.87358821,26.85260287,41.22601361,47.19098952,40.58614424,-67.80994336,-67.80994336,97686.35438,-63.27319588,3006.86681,2995.13261,,1.189189189,0,
14-02-2012,2775,2808,2765,2800.4,69100,2756.59,,2863.866667,2883.930533,2907.329008,2908.928,2857.234868,2883.930533,2907.329008,2892.909549,1548052.641,91599.50513,5052300,-17.80740236,19.20024692,-167,-150.95,-100.75,-5.613445378,-5.101471806,-3.463687151,8.036740307,17.11843212,32.05785076,39.31562724,27.46445111,-75.34818942,-83.14285714,34868.14346,-84.26666667,3021.046639,3001.537172,,0.525189302,0,
13-02-2012,2779.95,2794.55,2752.1,2784.3,51500,2740.74,,2825.85,2854.137022,2886.823734,2904.822,2825.892434,2854.137022,2886.823734,2885.34343,1574682.205,101682.8749,5000800,-29.19915298,8.604949749,-114.05,-156.05,-165.55,-3.921130441,-5.28875483,-5.592716462,6.996599648,15.69110477,30.54280793,37.94658661,21.16437979,-73.79983727,-85.55406012,23582.8877,-86.46490122,3005.051077,2986.958099,,0.311822369,0,
10-02-2012,2790.05,2798.75,2753.65,2782.7,69500,2739.17,,2800.433333,2835.674681,2870.810328,2900.372,2812.321217,2835.674681,2870.810328,2878.682397,1594715.464,102938.2109,5070300,-34.38189201,0.54077163,-76.25,-176.25,-173.25,-2.652173913,-5.924369748,-5.829407806,12.31239914,18.34852749,31.66335133,38.66483123,16.9519328,-45.25939177,-80.44728435,32083.93632,-87.13745271,2929.399145,2928.093826,,2.545454545,1,
09-02-2012,2750,2820,2732,2807.25,76900,2763.33,,2804.433333,2830.449788,2861.572086,2897.082,2816.160608,2830.449788,2861.572086,2874.168366,1649331.941,111471.7084,5147200,-33.11594072,-4.088322585,12,-88.6,-161.55,0.427350427,-3.046139036,-5.418322685,38.84171136,31.91998638,37.34571915,42.3035629,28.87367772,-14.48863636,-47.37762238,35653.64206,-70.83333333,2877.675936,2888.865724,,1.124045107,0,
08-02-2012,2749,2779.9,2745,2768.65,58600,2725.34,,2799.55,2813.599858,2846.722616,2891.664,2798.030304,2813.599858,2846.722616,2866.916953,1670152.572,111453.639,5088600,-36.71776888,-10.86737563,-14.65,-95.1,-210.1,-0.524234671,-3.307826087,-7.026755853,20.92340713,22.92995559,31.80121941,37.7520935,37.94094018,-58.35227273,-58.35227273,26956.62709,-85.79457364,2827.057711,2840.417569,,0,0,
07-02-2012,2800.1,2800.1,2714.35,2725.05,210300,2682.42,,2800,2809.099906,2838.245777,2888.948,2799.065152,2809.099906,2838.245777,2861.777188,1512335.604,51099.60815,5298900,-34.53857107,-14.44335878,1.35,-7.9,-158.85,0.04823582,-0.281339031,-5.368458406,41.36287112,34.53903756,37.03355068,41.18494389,34.7992951,-89.87221959,-89.87221959,82946.58932,-96.11826592,2824.370807,2834.810713,,0.242666476,0,
06-02-2012,2802.2,2809,2755.2,2776.3,75400,2732.87,,2796.333333,2809.066604,2832.928363,2884.848,2804.032576,2809.066604,2832.928363,2857.717404,1496078.355,16591.14282,5374300,-30.52320216,-16.37048678,-11,14.45,-141.6,-0.390070922,0.517077884,-4.799023927,49.91811033,39.55358205,39.31290125,42.68471137,36.80417222,-34.54833597,-41.36299101,28975.79516,-77.525848,2828.001011,2835.517615,,1.700729927,0,
03-02-2012,2740,2786.6,2739,2779.95,75100,2736.46,,2798.566667,2801.577736,2824.505024,2880.136,2795.316288,2801.577736,2824.505024,2852.246834,1550194.531,18184.54108,5299200,-30.01896804,-19.48068124,6.7,-12.15,-188.4,0.241015864,-0.434122376,-6.332773109,32.18822941,31.87234533,35.6990212,39.92524146,43.61886733,-30.69202324,-37.90818741,39330.6456,-76.20170506,2828.250163,2830.707899,,1.278735109,0,
02-02-2012,2744.9,2780,2728.55,2753.45,84100,2710.37,,2791.866667,2794.385157,2816.413202,2877.384,2787.658144,2794.385157,2816.413202,2846.689386,1547497.447,16325.08246,5215100,-29.42784642,-22.22193694,-20.1,-40,-128.6,-0.717831506,-1.418439716,-4.421371106,27.8209862,29.74487548,34.65605282,39.1227086,54.01297046,-69.04909882,-58.6899102,54168.05602,-84.99904086,2814.276995,2817.542152,,0,0,
